Blood Status,Bravery,Intelligence,Loyalty,Ambition,Dark Arts Knowledge,Quidditch Skills,Dueling Skills,Creativity,House,id,name,surname,age
Half-blood,6.549656884940557,8.013743203834391,4.815912607618504,14.004372328095432,11.998260314750024,9.696094728109308,5.018898695559255,48.57383584271561,Ravenclaw,7547,Maia,Duskwatch,17.0
Muggle-born,4.0,5.0,7.0,7.0,0.0,5.0,2.0,4.0,Hufflepuff,7810,Ines,Duskwatch,13.0
,,,,,,,,,,8838,Talia,Duskwatch,13.0
Pure-blood,7.564719774504814,79.71209766410662,6.618381023426375,27.87324037518538,0.0,7.403198905631446,21.999961843408084,53.60496823932117,Ravenclaw,19081,Lyra,Duskwatch,16.0
,,,,,,9.0,,1.0,,9032,Alaric,Duskwatch,
Half-blood,,,,,,,,,,14953,Theo,Duskwatch,18.0
,,,,,,,,,,14544,Sorrel,Duskwatch,15.0
Muggle-born,9.887267779935476,35.0404683973568,33.26901144895754,30.94012304693768,1.1335201186182586,27.961994501860158,9.908078461663484,2.7584651729870244,Gryffindor,10879,,Duskwatch,11.0
Muggle-born,28.895347401670467,35.73461727355748,16.95748422986637,8.30415181274789,1.4044718257745097,33.029032705720105,9.704222670660132,15.218083786153516,Gryffindor,10706,Liora,Duskwatch,18.0
Half-blood,6.0,9.0,2.0,6.0,1.0,2.0,1.0,9.0,Ravenclaw,15304,Ezra,Duskwatch,15.0
,,,6.0,,,,,,,12362,Evander,Duskwatch,11.0
Muggle-born,1.0,1.0,1.0,10.0,10.0,8.0,7.0,6.0,Slytherin,9419,Eira,Duskwatch,15.0
Half-blood,6.0,2.0,9.0,7.0,4.0,4.0,7.0,3.0,Hufflepuff,483,Eira,Duskwatch,15.0
,,,,,,,,,,6106,Lucien,Duskwatch,13.0
Half-blood,1.0,5.0,8.0,6.0,5.0,5.0,6.0,3.0,Hufflepuff,1193,Caius,Duskwatch,15.0
Pure-blood,,6.0,6.0,,10.0,,,5.0,,1683,Leif,Duskwatch,15.0
Half-blood,5.0,1.0,5.0,8.0,7.0,5.0,7.0,5.0,Slytherin,8364,Elio,,13.0
Pure-blood,8.0,2.0,5.0,3.0,4.0,6.0,7.0,7.0,Gryffindor,15218,Dorian,,18.0
Pure-blood,2.0,7.0,4.0,2.0,5.0,1.0,4.0,10.0,Ravenclaw,13252,Vera,Duskwatch,11.0
Pure-blood,32.455249274935895,15.930621252311894,29.53105465848474,39.53943994297595,77.51254300843851,9.651157343678324,4.107774438086194,28.144722745197218,Slytherin,4246,Orion,Duskwatch,
Half-blood,7.0,10.0,5.0,2.0,2.0,3.0,3.0,9.0,Ravenclaw,19740,Sorrel,Duskwatch,11.0
Pure-blood,9.0,4.0,7.0,5.0,3.0,7.0,10.0,5.0,Gryffindor,5683,Mirek,Duskwatch,16.0
Pure-blood,5.361518632664128,9.44422282431232,55.787456432220736,0.5045091585170048,2.971389326622144,1.3863962276604351,20.967945028639555,33.50907700138483,Ravenclaw,4390,Maia,Duskwatch,15.0
Half-blood,7.0,6.0,7.0,5.0,0.0,4.0,6.0,6.0,Hufflepuff,3484,Soren,Duskwatch,12.0
Half-blood,6.570072877321289,6.627447267741357,19.11617542907173,9.098005372122866,27.57432954986367,44.83902117630186,1.6568354054865222,17.142154133063194,Slytherin,19852,Lyra,Duskwatch,17.0
Half-blood,6.0,9.0,1.0,4.0,5.0,0.0,6.0,9.0,Ravenclaw,3442,Thorne,Duskwatch,13.0
,,,,,,,,,,14344,Lyra,Duskwatch,16.0
Pure-blood,,,,,,,3.0,,,6096,Freya,Duskwatch,12.0
,,,5.0,,,,,,,2242,Zara,Duskwatch,18.0
,,,,,,,,,,660,Ezra,Duskwatch,13.0
,,,,,,,,,,11158,Alaric,Duskwatch,14.0
Half-blood,35.90781504926245,10.275895921669283,79.92083723016492,48.19001394342777,19.40601281100487,13.539250910793903,66.88684216145612,9.58762732258393,Hufflepuff,9197,Ezra,Duskwatch,11.0
Pure-blood,2.0,2.0,10.0,5.0,5.0,2.0,7.0,1.0,Hufflepuff,12732,Yara,Duskwatch,14.0
Muggle-born,4.829299922509241,19.690201788742414,43.33329194144423,6.741587902071215,18.2114363556609,60.17473693754535,23.13344552017165,16.616944145572145,Ravenclaw,1753,Eira,Duskwatch,16.0
Pure-blood,10.0,6.0,6.0,6.0,3.0,6.0,9.0,7.0,Gryffindor,18813,Vesper,Duskwatch,16.0
Muggle-born,,5.0,,,4.0,,,4.0,Hufflepuff,19387,,Duskwatch,14.0
Pure-blood,33.67315605199253,17.449467263106914,5.795981547702926,8.179590003491603,35.76909073913874,56.06754272775759,34.01473363244795,12.296338312582202,Gryffindor,1828,Maia,Duskwatch,15.0
Pure-blood,3.0,5.0,10.0,2.0,4.0,7.0,2.0,4.0,Hufflepuff,16325,Zara,Duskwatch,14.0
Muggle-born,6.0,2.0,1.0,9.0,8.0,7.0,8.0,1.0,Slytherin,7414,Laziel,Duskwatch,12.0
Muggle-born,6.0,9.0,3.0,2.0,4.0,0.0,6.0,7.0,Ravenclaw,1005,Vera,Duskwatch,15.0
Muggle-born,10.0,5.0,3.0,1.0,2.0,8.0,8.0,6.0,Gryffindor,13245,Vesper,Duskwatch,16.0
Half-blood,9.0,6.0,1.0,4.0,3.0,6.0,7.0,2.0,Gryffindor,2778,Rowan,Duskwatch,12.0
,,,,,,,,,,4187,Bran,Duskwatch,18.0
,,,,,,,,,,13879,,Duskwatch,17.0
Pure-blood,5.0,1.0,10.0,1.0,1.0,2.0,7.0,5.0,Hufflepuff,5044,Lyra,Duskwatch,15.0
Muggle-born,3.0,8.0,2.0,4.0,4.0,6.0,6.0,8.0,Ravenclaw,3144,Evander,Duskwatch,16.0
Muggle-born,36.24540804432933,3.546879656423765,53.26167756469252,65.28087985515536,13.10935906952861,17.362696871429712,10.341059951611388,2.24742319831141,Slytherin,11135,Leif,Duskwatch,15.0
Half-blood,31.78195444885738,57.70343405645674,10.2021984291254,8.155164287755682,9.487453863752204,13.788760944511926,71.7124738565835,18.971413292870785,Gryffindor,11800,Ezra,Duskwatch,13.0
,,,,,,,,4.0,,13744,Kieran,Duskwatch,12.0
Muggle-born,24.0840511830447,19.594879236933785,2.4169841945627897,33.74243270344788,19.670639260368308,37.95080217527844,70.63163819118577,6.601439203538883,Gryffindor,10737,Dorian,Duskwatch,13.0
Half-blood,9.0,4.0,2.0,5.0,1.0,8.0,10.0,2.0,Gryffindor,17366,Lucien,Duskwatch,15.0
,,,,,,,,,,16590,Oswin,Duskwatch,11.0
Muggle-born,10.0,3.0,1.0,3.0,1.0,9.0,10.0,2.0,Gryffindor,11179,,Duskwatch,11.0
,,,,,,6.0,,,,16358,Freya,Duskwatch,12.0
Half-blood,10.724507748822557,0.968185609086166,25.24972685962704,16.542940864328774,21.684689003007,0.0,18.829676869612538,4.243092876910978,Hufflepuff,10786,Kai,Duskwatch,16.0
Half-blood,,,,,,,,,,14080,,,17.0
Pure-blood,6.798854266965777,0.2798026183043965,18.22163249679917,16.086418777449246,0.1331407322660424,31.19287198661005,95.01806156854238,27.150141387871813,Gryffindor,19746,Thorne,Duskwatch,12.0
Half-blood,8.0,5.0,1.0,6.0,2.0,10.0,10.0,5.0,Gryffindor,16098,Ronan,Duskwatch,15.0
Pure-blood,34.781823961966666,12.93879899711524,8.611922578997163,19.57571943853609,4.110731668500632,7.044642959804886,3.683676550143685,7.091501258721486,Hufflepuff,8129,Orion,,
,,,,,,,,,,13030,Nyx,Duskwatch,11.0
,,,7.0,,,0.0,,,,13619,Sorrel,Duskwatch,15.0
Half-blood,26.174234598419687,61.91507577568398,11.279833188253331,20.591934573967222,4.92626307704685,31.0391558574805,30.41710252088253,70.18508514443324,Ravenclaw,1904,Amara,Duskwatch,14.0
Half-blood,6.0,7.0,7.0,9.0,7.0,7.0,9.0,3.0,Slytherin,8041,Aurelia,Duskwatch,12.0
,,,,,,,,,,6427,Caelum,Duskwatch,12.0
Pure-blood,10.0,7.0,6.0,5.0,2.0,9.0,7.0,2.0,Gryffindor,11568,Kieran,Duskwatch,16.0
Pure-blood,18.209479173334657,66.88539047628991,34.05441964274288,8.330468608264056,9.160930969246738,20.66626032666553,10.603097458355087,62.07410787038813,Ravenclaw,2953,Anya,Duskwatch,15.0
Half-blood,7.0,4.0,4.0,5.0,5.0,10.0,10.0,3.0,Gryffindor,5855,Nerissa,Duskwatch,17.0
Pure-blood,11.43154490792782,22.36329748124939,3.366417181464274,38.77467095134824,6.480412850039301,26.73190056881353,54.49229158844497,17.90655064246489,Gryffindor,4527,Orion,Duskwatch,14.0
,,,,,,,,,,4638,Thorne,Duskwatch,14.0
Muggle-born,3.0,1.0,2.0,7.0,10.0,10.0,10.0,2.0,Slytherin,1156,Vesper,Duskwatch,12.0
Muggle-born,24.7580408480422,98.71371834375218,31.66649832041588,14.223835715560986,5.784766730517852,0.0,7.845637827156053,76.1111222003999,Ravenclaw,8449,Vera,Duskwatch,18.0
Pure-blood,4.33405558448811,4.730810218761628,18.615953188618988,36.11874422405059,36.397890590897575,97.9503774107482,7.706357363150299,2.6522898913659945,Slytherin,10449,Alaric,Duskwatch,18.0
Pure-blood,14.975005207005289,23.93813329582006,24.326539616260582,99.88147428738635,57.318206859700986,44.393410469058935,66.22992893605378,11.850692997574464,Slytherin,7027,Sorrel,Duskwatch,15.0
Half-blood,,8.0,,7.0,,,,,,14022,Eira,Duskwatch,17.0
Pure-blood,9.0,3.0,7.0,2.0,4.0,10.0,10.0,5.0,Gryffindor,8451,Kai,Duskwatch,12.0
,,,,,,,9.0,,,9410,Aurelia,Duskwatch,16.0
,,,,,,,,,,12629,Silas,Duskwatch,13.0
Pure-blood,17.116107001875555,7.303493815444737,43.96528294752656,37.88349202501627,2.806532763416649,21.27114967457478,30.336140450224097,29.91464836676939,Hufflepuff,8864,Sorrel,Duskwatch,17.0
,,,,,,,,,Hufflepuff,8579,Vesper,Duskwatch,16.0
Half-blood,3.791472541572063,76.51506686773753,15.158289259208292,9.5764736320538,22.693890059020333,7.701483144208434,43.666816228869415,62.050307747781446,Ravenclaw,6210,Vesper,Duskwatch,16.0
Half-blood,3.0,5.0,10.0,2.0,5.0,5.0,2.0,2.0,Hufflepuff,10688,Thalia,Duskwatch,15.0
Half-blood,6.0,8.0,1.0,1.0,4.0,7.0,4.0,10.0,Ravenclaw,587,Calliope,Duskwatch,14.0
Half-blood,5.0,4.0,6.0,8.0,10.0,5.0,9.0,4.0,Slytherin,781,Soren,Duskwatch,16.0
,,,,,,,,,,9407,Leif,Duskwatch,
Muggle-born,2.0,2.0,9.0,2.0,5.0,5.0,6.0,3.0,Hufflepuff,14337,Talia,Duskwatch,15.0
Half-blood,1.0,3.0,8.0,2.0,1.0,2.0,2.0,7.0,Hufflepuff,9166,,Duskwatch,16.0
Muggle-born,0.1658993749173471,74.88912376908017,22.405952275321106,13.587060306486354,1.5641656650999278,7.668100906319249,56.58002877136027,70.73371004343839,Ravenclaw,17716,Yara,Duskwatch,11.0
Muggle-born,3.0,7.0,9.0,2.0,2.0,7.0,2.0,7.0,Hufflepuff,19242,Sorrel,Duskwatch,11.0
Half-blood,4.0,7.0,7.0,3.0,1.0,1.0,5.0,1.0,Hufflepuff,16974,Vesper,Duskwatch,11.0
,,,,,,,4.0,,,6073,Nyx,Duskwatch,
Pure-blood,3.0,5.0,10.0,2.0,4.0,7.0,2.0,4.0,Hufflepuff,14991,Vera,Duskwatch,12.0
Half-blood,7.0,5.0,7.0,8.0,7.0,9.0,10.0,3.0,Slytherin,4632,Seraphina,Duskwatch,15.0
,,,,,,,,,Slytherin,16280,Rowan,Duskwatch,13.0
Pure-blood,1.0,7.0,1.0,2.0,4.0,3.0,6.0,9.0,Ravenclaw,14859,Evander,Duskwatch,13.0
Pure-blood,2.0,6.0,8.0,5.0,2.0,3.0,3.0,5.0,Hufflepuff,110,Talia,Duskwatch,12.0
Pure-blood,4.0,10.0,1.0,1.0,4.0,0.0,2.0,9.0,Ravenclaw,4071,Evander,Duskwatch,11.0
Muggle-born,43.37186989536536,18.183605329739816,44.51397682025881,19.056647759732577,36.783294539602174,61.048610772646285,86.12472852783749,7.46160476389487,Gryffindor,13061,Galen,Duskwatch,12.0
Muggle-born,5.0,10.0,6.0,7.0,5.0,0.0,5.0,9.0,Ravenclaw,14496,Sorrel,Duskwatch,17.0
Half-blood,4.0,2.0,10.0,4.0,3.0,6.0,7.0,6.0,Hufflepuff,19141,Amara,Duskwatch,16.0
Half-blood,,,,,5.0,,,,,18429,,Duskwatch,15.0
Half-blood,7.0,7.0,4.0,5.0,1.0,5.0,5.0,8.0,Ravenclaw,5931,Theo,Duskwatch,13.0
,,,,,,,,,,13967,Thalia,Duskwatch,11.0
,,,,,,7.0,,,,8011,Oswin,Duskwatch,
Half-blood,5.0,7.0,1.0,9.0,7.0,9.0,10.0,5.0,Slytherin,8902,Anya,Duskwatch,15.0
Muggle-born,3.401681122543041,5.803377604525975,43.342804654039,22.09469282164561,6.2960923463819976,48.391252288136606,44.01002900575442,9.34403157582641,Gryffindor,6470,Cassia,Duskwatch,12.0
Half-blood,9.0,2.0,6.0,6.0,5.0,5.0,7.0,6.0,Gryffindor,17320,Theo,Duskwatch,12.0
Half-blood,5.0,3.0,10.0,5.0,3.0,4.0,5.0,2.0,Hufflepuff,4670,Cassia,Duskwatch,14.0
,,,,2.0,,,,,,5207,Nyx,Duskwatch,18.0
Muggle-born,3.0,1.0,1.0,10.0,8.0,7.0,10.0,1.0,Slytherin,14411,Thalia,Duskwatch,12.0
Pure-blood,21.84562008456753,61.25162460230385,24.06714852238092,1.553224766333586,0.0,29.75091644509836,12.07114960371647,17.7430620449232,Gryffindor,17702,Thorne,Duskwatch,17.0
Muggle-born,22.07594868194034,2.429957825746769,14.678880304830628,15.984160463820505,21.35207231762315,28.976456009021454,4.165598524103625,9.69834494947252,Hufflepuff,8623,Kieran,Duskwatch,17.0
Muggle-born,37.85158609566087,81.63997311926553,56.508657238947976,4.031170123234263,0.0,48.43235617145355,23.84687302760782,33.14772998322354,Ravenclaw,668,Vesper,Duskwatch,12.0
Muggle-born,7.0,8.0,1.0,5.0,2.0,6.0,7.0,8.0,Ravenclaw,16569,Theo,Duskwatch,
Half-blood,49.931732182518886,14.766412714899836,21.13291916272102,0.999054063621113,11.13381253845288,44.4419895921084,52.220400424324296,56.90324976961149,Gryffindor,16529,Fenris,Duskwatch,11.0
,,8.0,,,,,7.0,,,10928,Laziel,Duskwatch,13.0
Pure-blood,29.507617525029968,71.46280969286964,9.42076063164449,32.2957715070979,8.101180847543974,33.041381963484376,18.726588543156083,23.69786448147037,Ravenclaw,9283,Evander,Duskwatch,14.0
Pure-blood,5.0,6.0,4.0,10.0,9.0,10.0,8.0,3.0,Slytherin,7039,Mirek,Duskwatch,16.0
Pure-blood,3.0,4.0,7.0,1.0,1.0,5.0,2.0,7.0,Hufflepuff,5367,Bastian,Duskwatch,15.0
Half-blood,56.00468184166644,9.20161700622691,20.957128377594625,65.3586644301503,17.45716426533452,11.654929688731722,30.669662501111816,33.06175678537605,Gryffindor,6138,Rowan,Duskwatch,12.0
,,,2.0,9.0,10.0,8.0,,,Slytherin,17502,Oswin,,
Pure-blood,5.0,1.0,7.0,7.0,8.0,6.0,10.0,3.0,Slytherin,1291,Seraphina,Duskwatch,14.0
Pure-blood,1.0,9.0,6.0,5.0,0.0,6.0,4.0,9.0,Ravenclaw,5422,Galen,Duskwatch,16.0
,,3.0,,,,,5.0,,,4816,Mirek,Duskwatch,
Muggle-born,,,,,,6.0,,5.0,,5451,Amara,Duskwatch,12.0
Half-blood,5.0,6.0,5.0,8.0,9.0,6.0,8.0,5.0,Slytherin,17460,Bastian,Duskwatch,13.0
Muggle-born,7.0,4.0,3.0,4.0,5.0,10.0,8.0,6.0,Gryffindor,4745,Galen,Duskwatch,18.0
Half-blood,5.0,1.0,5.0,8.0,7.0,5.0,7.0,5.0,Slytherin,11386,Eira,Duskwatch,17.0
Muggle-born,6.0,1.0,7.0,5.0,5.0,4.0,3.0,1.0,Hufflepuff,14831,Orion,Duskwatch,17.0
,,,,,,5.0,,,,18104,Elio,Duskwatch,17.0
Pure-blood,4.0,9.0,7.0,5.0,4.0,4.0,6.0,8.0,Ravenclaw,12138,Bran,Duskwatch,11.0
Pure-blood,2.0,8.0,4.0,5.0,3.0,4.0,7.0,9.0,Ravenclaw,5845,Bastian,Duskwatch,18.0
,,,,,,,,,,7190,Silas,Duskwatch,12.0
,,,,,3.0,,,,,1779,Seraphina,Duskwatch,11.0
Muggle-born,7.0,10.0,4.0,3.0,0.0,1.0,4.0,9.0,Ravenclaw,9566,Calliope,Duskwatch,15.0
Muggle-born,2.836433768004855,8.945626579391257,36.103061383660624,9.793131665888028,0.0,35.46105498659611,60.64851615134489,7.946069212615834,Gryffindor,12984,Leif,Duskwatch,13.0
,5.0,,,,,,,5.0,,18048,,Duskwatch,12.0
Half-blood,10.0,6.0,4.0,4.0,2.0,8.0,10.0,7.0,Gryffindor,16005,Ines,Duskwatch,18.0
Pure-blood,7.462054345798226,5.433790381390834,30.43240103571725,53.10672188932573,24.122252081500346,30.35101123638772,12.86017760467093,5.340263407657899,Hufflepuff,509,Ezra,Duskwatch,17.0
,,,6.0,,,7.0,,9.0,Ravenclaw,12737,Ronan,Duskwatch,13.0
,,,,,,,,,,5752,Aurelia,Duskwatch,12.0
Half-blood,1.3553885190374892,8.748635691965466,59.29246030510085,19.69137522199692,19.019356436154983,28.582047200097747,15.773376864458733,3.482621938118068,Hufflepuff,11581,Evander,Duskwatch,14.0
,,,,,,,,,,1673,Maia,Duskwatch,14.0
Half-blood,6.0,9.0,4.0,4.0,3.0,0.0,6.0,7.0,Ravenclaw,8966,Talia,Duskwatch,
Pure-blood,7.898846928563883,8.430414511631078,44.6379007513727,14.2479699385994,6.223336898692233,24.32175957965218,39.545918608192345,40.8792297212273,Gryffindor,15150,Kieran,Duskwatch,16.0
,,,,,,,,,,16823,Isolde,Duskwatch,15.0
Muggle-born,2.0,9.0,1.0,2.0,3.0,0.0,5.0,8.0,Ravenclaw,13821,Lucien,Duskwatch,18.0
Half-blood,16.62589296684649,6.26128122850664,47.017637281166174,17.402029770464008,10.365635633839265,16.21960451414846,54.63668545401116,47.745364495149445,Slytherin,15523,Ezra,Duskwatch,16.0
Muggle-born,16.86297937075039,54.61662262557459,25.16903840571262,9.95863963122476,27.689923383505324,21.20775518035688,0.2813459584231564,23.62869217837138,Ravenclaw,15283,Silas,Duskwatch,11.0
Half-blood,29.833567524994383,5.349030592663866,4.60379361731164,0.6406354180618354,15.554673871657991,22.02921733040227,45.48333008111488,26.616744268929097,Ravenclaw,7696,Anya,Duskwatch,17.0
Pure-blood,3.0,4.0,7.0,1.0,4.0,6.0,3.0,5.0,Hufflepuff,18416,Ezra,Duskwatch,16.0
Pure-blood,2.0,10.0,1.0,1.0,1.0,4.0,6.0,8.0,Ravenclaw,9676,Oswin,Duskwatch,18.0
,,2.0,5.0,,,,,,,11879,Caelum,Duskwatch,13.0
,,,,,,6.0,,,,12387,Ines,Duskwatch,17.0
Half-blood,7.0,7.0,3.0,6.0,3.0,10.0,10.0,3.0,Gryffindor,3917,Galen,Duskwatch,17.0
Pure-blood,9.0,3.0,7.0,5.0,1.0,9.0,9.0,4.0,Gryffindor,12676,Ines,Duskwatch,11.0
,,,,,,,,,,2609,Kieran,Duskwatch,11.0
Muggle-born,25.410180921013428,20.01878153217521,45.59923512188416,0.3565688000107002,3.314600876111564,4.970775432375816,13.832062543161037,63.9866183085137,Ravenclaw,2333,Caius,,12.0
Half-blood,5.0,3.0,7.0,3.0,3.0,5.0,6.0,7.0,Hufflepuff,15051,Jasper,Duskwatch,11.0
,,,,,,,,,,14510,Vesper,Duskwatch,
,,,,,3.0,,1.0,9.0,,4855,Minerva,Duskwatch,13.0
,,,,,,,,,Hufflepuff,62,Caius,Duskwatch,
Muggle-born,17.193536114483216,39.67329911707595,10.629263222599509,30.76545795422432,4.873978325306918,21.99699364128268,28.488914525096224,65.03964087093215,Ravenclaw,15316,Nerissa,Duskwatch,
,,,,,,,,,,19473,Nerissa,Duskwatch,18.0
Pure-blood,5.0,1.0,9.0,7.0,0.0,2.0,3.0,5.0,Hufflepuff,11469,Kai,Duskwatch,16.0
Pure-blood,9.0,2.0,1.0,1.0,0.0,6.0,10.0,7.0,Gryffindor,226,Rowan,Duskwatch,16.0
Pure-blood,3.0,5.0,5.0,7.0,7.0,6.0,8.0,7.0,Slytherin,16705,Bran,Duskwatch,15.0
,,,,,,,,,,5021,Bran,Duskwatch,16.0
Pure-blood,6.0,1.0,3.0,10.0,7.0,10.0,8.0,6.0,Slytherin,6818,Ione,Duskwatch,11.0
Muggle-born,5.0,6.0,8.0,6.0,3.0,0.0,2.0,4.0,Hufflepuff,16768,,Duskwatch,15.0
,,2.0,5.0,,,,,,,18105,Anya,Duskwatch,18.0
Muggle-born,4.0,4.0,6.0,9.0,7.0,8.0,10.0,7.0,Slytherin,3046,Thalia,Duskwatch,17.0
Muggle-born,16.05211323385364,79.26759412031346,6.546827952247501,14.147592942441303,0.0,38.644271144556726,7.342674152750877,69.44259295352957,Ravenclaw,19036,Soren,Duskwatch,11.0
Pure-blood,,,,,,,7.0,,,7771,Caius,Duskwatch,17.0
Muggle-born,4.0,9.0,3.0,2.0,0.0,7.0,7.0,7.0,Ravenclaw,1603,Nerissa,Duskwatch,17.0
,,,,,,,,,,10722,,Duskwatch,11.0
Muggle-born,26.523501949288843,20.97105744845112,35.95207505676169,6.557436887889519,2.4118030803893107,19.962730717951665,33.823668286980045,55.11209515803671,Gryffindor,905,Kai,Duskwatch,13.0
Half-blood,5.0,6.0,9.0,2.0,4.0,2.0,1.0,5.0,Hufflepuff,11634,Evander,Duskwatch,17.0
,,,,,,,,,,3929,Aurelia,Duskwatch,13.0
Half-blood,5.0,6.0,3.0,10.0,7.0,9.0,8.0,7.0,Slytherin,19523,Thalia,Duskwatch,11.0
Half-blood,5.219869520156464,85.05066783679649,6.226335210972074,5.207320971711841,19.167528176249608,25.123942554112556,1.1552151710748573,58.78025021700012,Ravenclaw,12582,,Duskwatch,14.0
Pure-blood,1.0,5.0,5.0,9.0,10.0,6.0,7.0,2.0,Slytherin,14004,,Duskwatch,15.0
,,,,,,,,,,18191,Minerva,Duskwatch,14.0
Half-blood,27.69773788040352,11.96519624792584,18.18556802998028,9.169544920505976,7.845460239257624,32.13543950158498,0.7020042970150453,39.05608056365924,Ravenclaw,3825,Ione,Duskwatch,18.0
Half-blood,4.637109456097496,2.4961759289785714,2.590226278480328,28.507797625397192,36.0410028603432,38.633687509486144,6.922476647865951,8.12672201771408,Slytherin,14153,Ines,Duskwatch,11.0
Muggle-born,10.0,3.0,1.0,3.0,1.0,9.0,10.0,2.0,Gryffindor,178,Laziel,Duskwatch,15.0
Muggle-born,5.0,9.0,6.0,6.0,0.0,5.0,4.0,9.0,Ravenclaw,1972,,Duskwatch,
Muggle-born,8.0,4.0,6.0,5.0,1.0,6.0,10.0,7.0,Gryffindor,7422,Evander,Duskwatch,15.0
,,,,,,,,,,3297,Nyx,Duskwatch,12.0
Half-blood,,,,7.0,,6.0,10.0,,,7309,Galen,Duskwatch,13.0
Muggle-born,5.55082399611432,1.0893949160886232,67.58018016315188,3.3732103180158672,6.229448095721363,46.31340856507486,6.600313956843882,14.870023404510356,Hufflepuff,9909,Alaric,Duskwatch,14.0
Pure-blood,26.99427578534114,51.21560681866614,47.274909663615446,19.29447068711676,5.7473907824181305,10.156544632630828,2.4495042517859766,57.89959390279154,Ravenclaw,2600,Silas,Duskwatch,13.0
Muggle-born,8.0,4.0,,,2.0,5.0,,,,12395,Silas,Duskwatch,18.0
,2.0,,,,,,,,,12266,Minerva,Duskwatch,16.0
Muggle-born,8.0,4.0,6.0,5.0,1.0,6.0,10.0,7.0,Gryffindor,8487,Vera,Duskwatch,12.0
Pure-blood,7.713448771297781,14.028968406046156,26.98058235220037,64.38814078273654,59.2527740287558,6.9255612723338,63.09573623654865,5.513765443754265,Slytherin,3234,Isolde,Duskwatch,16.0
Pure-blood,7.0,3.0,2.0,10.0,7.0,5.0,8.0,7.0,Slytherin,17483,Bastian,Duskwatch,16.0
Muggle-born,10.0,5.0,3.0,1.0,2.0,8.0,8.0,6.0,Gryffindor,5229,Kieran,Duskwatch,
Muggle-born,19.961498971869386,41.0745571855518,6.875392572448443,85.26988996054268,21.626834203214436,83.09217886062227,94.42040433510388,0.8915708902142844,Slytherin,8131,Alaric,Duskwatch,15.0
Muggle-born,1.0,7.0,2.0,4.0,2.0,6.0,4.0,8.0,Ravenclaw,7158,Fenris,Duskwatch,18.0
Pure-blood,23.924616267101317,4.810868351635701,20.40774131734389,28.13271122884944,19.77791103062984,7.419141868951026,58.01180499683348,40.24660203410764,Gryffindor,10111,Ines,Duskwatch,16.0
,,,,,,,,,,4501,Orion,Duskwatch,13.0
,,,,,1.0,,,,Hufflepuff,3651,Freya,Duskwatch,14.0
Half-blood,10.0,3.0,3.0,6.0,4.0,9.0,10.0,1.0,Gryffindor,9778,Freya,Duskwatch,13.0
Half-blood,29.21483648446909,40.00552868943524,37.04076472811755,1.2756729181723547,16.65453947048747,27.43883714216074,16.395654217732364,23.102180915170543,Ravenclaw,2494,,Duskwatch,13.0
Half-blood,61.14666536718644,24.785287247900484,3.528258832791072,7.718581572130392,2.274893780854164,57.13558990377368,63.019848634789135,16.60698088289251,Gryffindor,9848,Silas,Duskwatch,
Pure-blood,5.0,4.0,8.0,1.0,2.0,0.0,3.0,3.0,Hufflepuff,14758,Mirek,Duskwatch,17.0
Pure-blood,19.26011415843103,14.986010208216491,31.143693891995756,39.41145766840512,4.38729027913903,0.0,39.10940046200261,9.30487630359018,Hufflepuff,8243,Evander,Duskwatch,11.0
Half-blood,17.24634948206323,33.24085169800881,26.182085978747644,0.908837742482794,18.25166371681248,6.691430324346288,16.678036506810756,55.16082156540796,Ravenclaw,18340,Alaric,Duskwatch,17.0
Muggle-born,4.0,7.0,7.0,2.0,0.0,3.0,4.0,7.0,Ravenclaw,5628,Sorrel,Duskwatch,18.0
Muggle-born,58.141874831836205,34.49372918514257,23.37778563614325,8.101035546159999,0.0,29.27025134059527,60.23218632891731,50.72684795257436,Ravenclaw,9632,Kieran,Duskwatch,11.0
,,,,,,,7.0,,,14629,Nerissa,Duskwatch,
Half-blood,3.0,3.0,9.0,7.0,2.0,6.0,5.0,2.0,Hufflepuff,10551,Kai,Duskwatch,
,,,,,,,,,,7188,Alaric,Duskwatch,16.0
Pure-blood,2.0,7.0,3.0,3.0,1.0,3.0,4.0,8.0,Ravenclaw,2201,Evander,Duskwatch,16.0
Pure-blood,4.0,3.0,8.0,6.0,2.0,5.0,1.0,7.0,Hufflepuff,18279,Oswin,Duskwatch,12.0
Pure-blood,3.0,10.0,1.0,2.0,2.0,7.0,4.0,9.0,Ravenclaw,14667,Calliope,Duskwatch,15.0
Half-blood,21.048235597157035,37.043467977836364,61.57961117553837,1.7686386692973228,0.0,14.794848823210287,17.274355139980294,10.367797287119696,Hufflepuff,17900,Ines,Duskwatch,12.0
Pure-blood,5.0,8.0,2.0,5.0,1.0,5.0,7.0,10.0,Ravenclaw,16947,Fenris,Duskwatch,13.0
Half-blood,13.63057727666658,18.43964421419692,10.855621471061518,69.70929769720516,13.840353202093516,57.434850424053394,66.42164324307703,16.803309395950336,Gryffindor,9131,Liora,Duskwatch,14.0
Pure-blood,4.0,6.0,9.0,2.0,2.0,5.0,7.0,4.0,Hufflepuff,7451,Lucien,Duskwatch,
Muggle-born,3.0,5.0,6.0,7.0,8.0,9.0,8.0,1.0,Slytherin,11331,Galen,Duskwatch,18.0
